Loc,Loc Name,Loc St Abbrev,Loc Cnty,Loc Zone,Dir Flo,Loc Type Ind,PipeCode,GFPipeID,PipeName,GFLocID
75525,"TEXAS GAS TRANSMISSION - EUNICE, LA-(D70525/R76525",LA,EVANGELINE,WLA,B,INT,TE,120,"Texas Eastern Transmission, LP",1200075525
73152,COL GAS-WAYNESBURG - (73152),PA,GREENE,2,R,INT,TE,120,"Texas Eastern Transmission, LP",1200073152
79166,DCP ACCOUNTING POINT,TX,LAVACA,STX,R,STA,TE,120,"Texas Eastern Transmission, LP",1200079166
70458,"PEOPLES NAT - EBENSBURG, PA",PA,CAMBRIA,3,D,LDC,TE,120,"Texas Eastern Transmission, LP",1200070458
59075,UCG MARION,VA,SMYTH,,D,LDC,ETNG,105,"East Tennessee Natural Gas, LLC",1050059075
G0027,SMI 128A BUYBACK,OF,GARDEN BANKS,,D,INT,GB,106,"Garden Banks Gas Pipeline, LLC",10600G0027
73223,"DEFS - EDINBURG POWER PLANT - HIDALGO CO., TX",TX,HIDALGO,STX,D,END,TE,120,"Texas Eastern Transmission, LP",1200073223
73928,"ADELPHIA GATEWAY - DELIVERY -BUCKS COUNTY, PA",PA,BUCKS,3,D,INT,TE,120,"Texas Eastern Transmission, LP",1200073928
99833,SOUTHERN CONNECTICUT,CT,NEW HAVEN,,D,LDC,AGT,100,"Algonquin Gas Transmission, LLC",1000099833
79503,WLA SERVICE POINT,LA,CALCASIEU,WLA,R,PPT,TE,120,"Texas Eastern Transmission, LP",1200079503
00220,"CENTERVILLE-TRANSCO (MORRIS,NJ)",NJ,MORRIS,,R,INT,AGT,100,"Algonquin Gas Transmission, LLC",1000000220
71170,"MIDWEST NAT. GAS - MEDORA, IN",IN,JACKSON,2,D,LDC,TE,120,"Texas Eastern Transmission, LP",1200071170
00020,"MILFORD (WORCESTER,MA)",MA,WORCESTER,,D,LDC,AGT,100,"Algonquin Gas Transmission, LLC",1000000020
70877,CONSOL. EDISON - (THRU 70058),NY,RICHMOND,3,D,LDC,TE,120,"Texas Eastern Transmission, LP",1200070877
72367,"MISS. VALLEY GAS - HINDS CO., MS",MS,HINDS,ELA,D,INT,TE,120,"Texas Eastern Transmission, LP",1200072367
59777,SALTVILLE STORAGE WITHDRAWAL,VA,SMYTH,,R,STR,ETNG,105,"East Tennessee Natural Gas, LLC",1050059777
73715,"LANCASTER MUNICIPAL GAS COMPANY, FAIRFIELD CO., OH",OH,FAIRFIELD,2,D,LDC,TE,120,"Texas Eastern Transmission, LP",1200073715
71887,"BRITLIND OIL, LLC. - #1 BROWN, ST.LANDRY PSH., LA",LA,ST LANDRY,WLA,R,WHD,TE,120,"Texas Eastern Transmission, LP",1200071887
00061,"WOODLAND RD (NORFOLK,MA)",MA,NORFOLK,,D,LDC,AGT,100,"Algonquin Gas Transmission, LLC",1000000061
70430,"PULASKI, TN",TN,LAWRENCE,1,D,LDC,TE,120,"Texas Eastern Transmission, LP",1200070430
75524,"PINE PRAIRIE STORAGE-INJ/WD -EVANGELINE,LA (D73524/R73525)",LA,EVANGELINE,WLA,B,STR,TE,120,"Texas Eastern Transmission, LP",1200075524
79554,STORAGE TRANSFER POINT W/ CNG AT LEIDY,PA,CLINTON,3,D,STR,TE,120,"Texas Eastern Transmission, LP",1200079554
59029,COOKEVILLE,TN,PUTNAM,,D,LDC,ETNG,105,"East Tennessee Natural Gas, LLC",1050059029
73718,"COLUMBIA-MARIETTA, LANCASTER CO., PA",PA,LANCASTER,3,D,INT,TE,120,"Texas Eastern Transmission, LP",1200073718
N4895,"DTI-ARMAN HILL (MULLET) / TWP. ROAD 964, MONROE CO., OH",OH,MONROE,SZ,R,STA,NXUS,115,"NEXUS Gas Transmission, LLC (U.S.)",11500N4895
N4G10,(VEC) MARENGO,MI,CALHOUN,M2,D,STA,NXUS,115,"NEXUS Gas Transmission, LLC (U.S.)",11500N4G10
73465,"GREYLOCK PIPELINE, LLC, JEFFERSON IC  PA",PA,GREENE,2,R,WHD,TE,120,"Texas Eastern Transmission, LP",1200073465
73671,"CNX GAS CO. LLC - MCQUAY, LOCUST HILL LL, GREENE CO., PA",PA,GREENE,2,R,WHD,TE,120,"Texas Eastern Transmission, LP",1200073671
59033,ROCKWOOD,TN,ROANE,,D,LDC,ETNG,105,"East Tennessee Natural Gas, LLC",1050059033
59246,"TATE AND LYLE, LOUDON CO., TN",TN,LOUDON,,D,END,ETNG,105,"East Tennessee Natural Gas, LLC",1050059246
73925,"CNX RICH HILL, GREEN CO. PA",PA,GREENE,2,R,WHD,TE,120,"Texas Eastern Transmission, LP",1200073925
79044,"SLIGO GAS PLANT, LA - ACCOUNTING POINT",LA,BOSSIER,ETX,D,STA,TE,120,"Texas Eastern Transmission, LP",1200079044
N4CM1,(VEC) CRETE,IL,WILL,M2,D,STA,NXUS,115,"NEXUS Gas Transmission, LLC (U.S.)",11500N4CM1
83103,THEODORE PLANT - MOBILE GAS SERVICES,AL,MOBILE,,D,END,SESH,116,"Southeast Supply Header, LLC",1160083103
80004,"INTERCONNECT AGT G-SYS BOURNE, MA & CANAL LATERAL",MA,BARNSTABLE,,R,STA,AGT,100,"Algonquin Gas Transmission, LLC",1000080004
79737,HORTON HIGHWAY UTILITY DISTRICT - LDC ALLOCATION POINT,TN,WILLIAMSON,1,D,LDC,TE,120,"Texas Eastern Transmission, LP",1200079737
73041,"FOUR SQUARE GAS CO., INC. (CHIRENO #3) -  SHELBY CO., TX",TX,SHELBY,ETX,D,LDC,TE,120,"Texas Eastern Transmission, LP",1200073041
72648,"SO. IND. GAS & EL. -POSEY, IN",IN,POSEY,2,D,LDC,TE,120,"Texas Eastern Transmission, LP",1200072648
73198,"TENN. GAS P/L - CASEY CO., KY",KY,CASEY,2,R,INT,TE,120,"Texas Eastern Transmission, LP",1200073198
85501,LINE PACK ACCOUNTING POINT (DEL MTR 85501),MS,COPIAH,,D,STA,SESH,116,"Southeast Supply Header, LLC",1160085501
80105,WEST ROXBURY LATERAL (MAINLINE),MA,SUFFOLK,,D,STA,AGT,100,"Algonquin Gas Transmission, LLC",1000080105
73569,MIDCONTINENT EXPRESS,MS,HINDS,ELA,R,INT,TE,120,"Texas Eastern Transmission, LP",1200073569
95609,"WMRE (96109-D, 96009-R),  LEE CO., AL",AL,LEE,,B,INT,STT,119,"Sabal Trail Transmission, LLC",1190095609
73113,"ENTERPRISE TEXAS PIPELINE LLC - HIDALGO COUNTY, TX",TX,HIDALGO,STX,R,INT,TE,120,"Texas Eastern Transmission, LP",1200073113
79669,"CARNEGIE - WAYNESBURG, PA CUSTODY TRANSFER POINT",PA,GREENE,2,R,STA,TE,120,"Texas Eastern Transmission, LP",1200079669
N4734,"MARK WEST - MAJORSVILLE, MARSHALL CO., WVA",WV,MARSHALL,SZ,R,STA,NXUS,115,"NEXUS Gas Transmission, LLC (U.S.)",11500N4734
72942,"COLUMBIA GAS (N.W.L. CORP.) - FAYETTE CO., PA",PA,FAYETTE,2,D,INT,TE,120,"Texas Eastern Transmission, LP",1200072942
59008,BOWATERS,TN,MC MINN,,D,END,ETNG,105,"East Tennessee Natural Gas, LLC",1050059008
00093,"DARTMOUTH POWER (NORFOLK,MA)",MA,NORFOLK,,D,END,AGT,100,"Algonquin Gas Transmission, LLC",1000000093
70042,"UNION ELEC -CAPE GIRARDEAU, MO",MO,SCOTT,1,D,LDC,TE,120,"Texas Eastern Transmission, LP",1200070042
71210,"AGT-WANAQUE INTERCONNECT. (PASSAIC,NJ)",NJ,PASSAIC,3,D,INT,TE,120,"Texas Eastern Transmission, LP",1200071210
75897,"PEOPLES GAS - BEAVER RUN ROAD, DELMONT, PA (R 76897/D 73897)",PA,WESTMORELAND,2,B,LDC,TE,120,"Texas Eastern Transmission, LP",1200075897
70069,"UGI UTILITIES, INC. (COLUMBIA GAS)  - COLUMBIA, PA",PA,LANCASTER,3,D,LDC,TE,120,"Texas Eastern Transmission, LP",1200070069
72131,"MARSHALL EXPLORATION - #1 RESCH / HARRISON CO., TX  (REC)",TX,HARRISON,ETX,R,WHD,TE,120,"Texas Eastern Transmission, LP",1200072131
74112,"NAT GASOLINE METHANOL PLANT-AMACO ROAD-JEFFERSON CO., TX",TX,JEFFERSON,STX,D,END,TE,120,"Texas Eastern Transmission, LP",1200074112
NA009,NEPTUNE PLANT PTR (992221),LA,ST MARY,,D,PLT,NPC,113,"Nautilus Pipeline Company, L.L.C.",11300NA009
59953,TUSCARORA - MT. PLEASANT,TN,MAURY,,D,END,ETNG,105,"East Tennessee Natural Gas, LLC",1050059953
56000,410 STORAGE INJECTION,TN,SULLIVAN,,D,STR,ETNG,105,"East Tennessee Natural Gas, LLC",1050056000
73716,"CAIMAN ENERGY - KINGWOOD ROAD, SOMERSET CO., PA.",PA,SOMERSET,2,R,WHD,TE,120,"Texas Eastern Transmission, LP",1200073716
00002,"WATERBURY (NEW HAVEN,CT)",CT,NEW HAVEN,,D,LDC,AGT,100,"Algonquin Gas Transmission, LLC",1000000002
89848,INTERCONNECT BETWEEN SUEZ NEPTUNE AND HUBLINE,MA,ESSEX,,R,LNG,AGT,100,"Algonquin Gas Transmission, LLC",1000089848
59163,MORGAN COUNTY 1 (BI 59012),TN,MORGAN,,D,LDC,ETNG,105,"East Tennessee Natural Gas, LLC",1050059163
73297,"WASHINGTON POWER GENERATION, LLC",OH,WASHINGTON,2,D,END,TE,120,"Texas Eastern Transmission, LP",1200073297
75977,"NATIONAL FUEL - CLINTON,PA (72977-D,72978-R)",PA,CLINTON,3,B,INT,TE,120,"Texas Eastern Transmission, LP",1200075977
80106,SALEM LATERAL (MAINLINE),MA,ESSEX,,D,STA,AGT,100,"Algonquin Gas Transmission, LLC",1000080106
51008,VS 3214,TN,BRADLEY,,R,WHD,ETNG,105,"East Tennessee Natural Gas, LLC",1050051008
72716,"ENTERPRISE TEXAS PIPELINE LLC HILDALGO COUNTY, TX (REC)",TX,HIDALGO,STX,R,INT,TE,120,"Texas Eastern Transmission, LP",1200072716
00624,"EXCELERATE ENERGY LP - EXQUISITE (ESSEX,MA)",MA,ESSEX,,R,LNG,AGT,100,"Algonquin Gas Transmission, LLC",1000000624
70941,"LAWRENCEBURG GAS, IN",IN,FRANKLIN,2,D,LDC,TE,120,"Texas Eastern Transmission, LP",1200070941
59311,SONAT BRADLEY,TN,BRADLEY,,R,INT,ETNG,105,"East Tennessee Natural Gas, LLC",1050059311
73212,"PECO - EAGLE, CHESTER CO., PA. (DEL)",PA,CHESTER,3,D,LDC,TE,120,"Texas Eastern Transmission, LP",1200073212
73346,"FAYETTE POWER, LLC  (FAYETTE POW)",PA,FAYETTE,2,D,END,TE,120,"Texas Eastern Transmission, LP",1200073346
N40B1,DTE/NEXUS,MI,WASHTENAW,M1,R,INT,NXUS,115,"NEXUS Gas Transmission, LLC (U.S.)",11500N40B1
73025,"ATMOS ENERGY, TN (B/D 76025)",TN,WILLIAMSON,1,D,LDC,TE,120,"Texas Eastern Transmission, LP",1200073025
73023,"UGI UTIL - MT. PLEASANT, BERKS CO. , PA",PA,BERKS,3,D,LDC,TE,120,"Texas Eastern Transmission, LP",1200073023
50008,VS 3214,TN,BRADLEY,,D,END,ETNG,105,"East Tennessee Natural Gas, LLC",1050050008
G0003,MAGNOLIA REDELIVERY (992110),OF,GARDEN BANKS,,D,GTH,GB,106,"Garden Banks Gas Pipeline, LLC",10600G0003
73597,"FOSSIL RESOURCES/CARDINAL II GATHERING-NACOGDOCHES CO., TX",TX,NACOGDOCHES,ETX,R,WHD,TE,120,"Texas Eastern Transmission, LP",1200073597
00625,"EXCELERATE ENERGY LP - EXPEDIENT (ESSEX,MA)",MA,ESSEX,,R,LNG,AGT,100,"Algonquin Gas Transmission, LLC",1000000625
73071,NOBLE - VK 826,OF,VIOSCA KNOLL,ELA,R,WHD,TE,120,"Texas Eastern Transmission, LP",1200073071
73407,"CHESAPEAKE OPERATING INC-ANKENMEN GATHERING, BRAZORIA CO., TX",TX,BRAZORIA,STX,R,WHD,TE,120,"Texas Eastern Transmission, LP",1200073407
59116,UCG MARION EAST,VA,SMYTH,,D,LDC,ETNG,105,"East Tennessee Natural Gas, LLC",1050059116
30007,"PSNH - GRANITE STATE NEWINGTON  ,ROCKINGHAM CO.,NH",NH,ROCKINGHAM,,D,END,MNUS,111,"Maritimes & Northeast Pipeline, L.L.C. (U.S.)",1110030007
73656,"WILLIAMS OHIO VALLEY MIDSTREAM LLC.-GOSNEY HILL ROAD, MARSHALL CO.",WV,MARSHALL,2,R,WHD,TE,120,"Texas Eastern Transmission, LP",1200073656
72266,"GULF COAST PIPELINE COMPANY - #1 MINARCIK/ COLORADO CO., TX",TX,COLORADO,STX,R,WHD,TE,120,"Texas Eastern Transmission, LP",1200072266
71290,"BRITANCO, LLC - LOMA ALTA HAGIST CP, DUVAL CO., TX",TX,DUVAL,STX,R,WHD,TE,120,"Texas Eastern Transmission, LP",1200071290
00057,"NATIONAL GRID-WESTON (MIDDLESEX,MA)",MA,MIDDLESEX,,D,LDC,AGT,100,"Algonquin Gas Transmission, LLC",1000000057
59007,CHAT NORTH,TN,HAMILTON,,D,LDC,ETNG,105,"East Tennessee Natural Gas, LLC",1050059007
38012,MNCA - BAILEYVILLE,ME,WASHINGTON,,R,STA,MNUS,111,"Maritimes & Northeast Pipeline, L.L.C. (U.S.)",1110038012
00621,"EXCELERATE ENERGY LP - EXCELLENCE MS -(ESSEX, MA)",MA,ESSEX,,R,LNG,AGT,100,"Algonquin Gas Transmission, LLC",1000000621
73900,"TOWN OF CENTREVILLE, WILKINSON CO., MS",MS,WILKINSON,ELA,D,END,TE,120,"Texas Eastern Transmission, LP",1200073900
79661,CHAMBERSBURG CUSTODY TRANSFER POINT,PA,FRANKLIN,3,D,STA,TE,120,"Texas Eastern Transmission, LP",1200079661
75868,EASTERN GAS - CRAYNE REC- (REC72868/DEL76868),PA,GREENE,2,B,INT,TE,120,"Texas Eastern Transmission, LP",1200075868
71486,"GULF SOUTH PIPELINE COMPANY - OPELOUSAS, LA",LA,ST LANDRY,ELA,R,INT,TE,120,"Texas Eastern Transmission, LP",1200071486
79141,LATERAL 10-U - DYNEGY HANGING ROCK - MAINLINE,OH,SCIOTO,2,D,STA,TE,120,"Texas Eastern Transmission, LP",1200079141
70283,"TGC LICK CREEK - WILLIAMSON CO., IL (TO TE)",IL,WILLIAMSON,1,R,INT,TE,120,"Texas Eastern Transmission, LP",1200070283
44209,"UNITED SALT - EVAPORATOR FUEL GAS - SMYTH CO., VA",VA,SMYTH,,D,END,SGSC,117,Saltville Gas Storage Company L.L.C.,1170044209
73337,"TANOS EXPLORATION II,LLC.-RC HILL #1-NAC. CO/., TX.",TX,NACOGDOCHES,,R,WHD,TE,120,"Texas Eastern Transmission, LP",1200073337
96001,"TRANSCO PIPELINE HILLABEE, TALLAPOOSA CO, AL",AL,TALLAPOOSA,,R,INT,STT,119,"Sabal Trail Transmission, LLC",1190096001
73808,"DOMINION ENERGY TRANSMISSION, INC - CRAYNE II, RT 188 GREENE CO.,",PA,WESTMORELAND,2,R,INT,TE,120,"Texas Eastern Transmission, LP",1200073808
70092,"NORRIS CITY, IL",IL,WHITE,1,D,LDC,TE,120,"Texas Eastern Transmission, LP",1200070092
73295,"HEC PETROLEUM-FULTON FULLER #1, NACOG. CO., TX (REC)",TX,NACOGDOCHES,ETX,R,WHD,TE,120,"Texas Eastern Transmission, LP",1200073295
79517,KOSCIUSKO DISCHARGE PATH POINT,MS,ATTALA,1,R,STA,TE,120,"Texas Eastern Transmission, LP",1200079517
79579,VENICE SLUG CATCHER - BTU MAKEUP,LA,PLAQUEMINES,ELA,D,END,TE,120,"Texas Eastern Transmission, LP",1200079579
73196,"DELTA NAT GAS -MADISON CO., KY",KY,MADISON,2,D,LDC,TE,120,"Texas Eastern Transmission, LP",1200073196
59006,ERPUD ESTILL SPRINGS,TN,FRANKLIN,,D,LDC,ETNG,105,"East Tennessee Natural Gas, LLC",1050059006
79599,MARKET ZONE 3 DOWNSTREAM POINT,PA,ALLEGHENY,3,R,STA,TE,120,"Texas Eastern Transmission, LP",1200079599
79506,ZONE M1 30  SERVICE POINT,MS,ATTALA,1,R,PPT,TE,120,"Texas Eastern Transmission, LP",1200079506
75082,"EASTERN GAS - OAKFORD, PA-(D70082/R76082)",PA,WESTMORELAND,2,B,STR,TE,120,"Texas Eastern Transmission, LP",1200075082
73869,"RICE ENERGY-DENEX (TOMBSTONE) AKRON ROAD, GREENE CO., PA",PA,GREENE,2,R,WHD,TE,120,"Texas Eastern Transmission, LP",1200073869
88202,INTERCONNECTION BETWEEN NORTHEAST GATEWAY AND HUBLINE MAINLINE,MA,ESSEX,,R,STA,AGT,100,"Algonquin Gas Transmission, LLC",1000088202
N4422,(DTE) GREAT LAKES - BELLE RIVER DELIVERY,MI,ST CLAIR,M2,D,STA,NXUS,115,"NEXUS Gas Transmission, LLC (U.S.)",11500N4422
N2002,NEXUS/KENSINGTON MR02,OH,COLUMBIANA,M1,R,INT,NXUS,115,"NEXUS Gas Transmission, LLC (U.S.)",11500N2002
73078,"EAGLE NATURAL GAS -LAKE BOEUF, LAFOURCHE PSH., LA - TEST",LA,LAFOURCHE,ELA,R,WHD,TE,120,"Texas Eastern Transmission, LP",1200073078
79122,LATERAL 2-V - RELIANT ENERGY HUNTERSTOWN,PA,ADAMS,3,R,STA,TE,120,"Texas Eastern Transmission, LP",1200079122
59017,CHATTANOOGA SIGNAL MOUNTAIN,TN,HAMILTON,,D,LDC,ETNG,105,"East Tennessee Natural Gas, LLC",1050059017
72451,"WILMAR PIPELINE, INC.  - #1 DUNCAN SLOUGH, MATAGORDA CO., TX",TX,MATAGORDA,STX,R,WHD,TE,120,"Texas Eastern Transmission, LP",1200072451
70297,ATMOS ENERGY - ETHEL - ATTALA CO. MS,MS,ATTALA,1,D,LDC,TE,120,"Texas Eastern Transmission, LP",1200070297
73809,"MONROE PIPELINE, REEDS ROAD, MONROE CO, OH",OH,MONROE,2,R,WHD,TE,120,"Texas Eastern Transmission, LP",1200073809
70517,"PECO - ALAN WOOD STEEL, PA",PA,MONTGOMERY,3,D,LDC,TE,120,"Texas Eastern Transmission, LP",1200070517
73868,"RICE ENERGY-OHIO/BOLTZ RIDGE ROAD, MONROE CO., OH",OH,MONROE,2,R,WHD,TE,120,"Texas Eastern Transmission, LP",1200073868
79109,"LATERAL 10-S - RELIANT ENERGY - CHOCTAW CO., MS - MAINLINE",MS,CHOCTAW,1,D,STA,TE,120,"Texas Eastern Transmission, LP",1200079109
M0026,MC 989 VITO,OF,WEST DELTA 143,,R,WHD,MCGP,109,"Mississippi Canyon Gas Pipeline, LLC",10900M0026
73235,"NATIONAL ENERGY & TRAD. - W. FELICIANA PSH, LA.",LA,WEST FELICIANA,ELA,D,LDC,TE,120,"Texas Eastern Transmission, LP",1200073235
01215,"SALEM ESSEX CO., MA NORTH (ESSEX,MA)",MA,ESSEX,,D,INT,AGT,100,"Algonquin Gas Transmission, LLC",1000001215
79544,ETX/M1 ZONE BOUNDARY POINT,AR,PULASKI,ZB,B,STA,TE,120,"Texas Eastern Transmission, LP",1200079544
71716,"TRUNKLINE - BEAUREGARD PSH., LA",LA,BEAUREGARD,WLA,R,INT,TE,120,"Texas Eastern Transmission, LP",1200071716
72187,"GULF SOUTH PIPELINE COMPANY, LP - RACELAND, LA",LA,LAFOURCHE,ELA,D,INT,TE,120,"Texas Eastern Transmission, LP",1200072187
73507,"PECO- SKIPPACK DELIVERY - MONTGOMERY, PA.",PA,MONTGOMERY,3,D,LDC,TE,120,"Texas Eastern Transmission, LP",1200073507
72692,"ASSOCIATED NATURAL GAS INC. - WILKINSON CO., MS",MS,WILKINSON,ELA,R,WHD,TE,120,"Texas Eastern Transmission, LP",1200072692
00036,"WEST MEDWAY (NORFOLK,MA)",MA,NORFOLK,,D,LDC,AGT,100,"Algonquin Gas Transmission, LLC",1000000036
72135,RENAISSANCE OFFSHORE,OF,VERMILLION,WLA,R,WHD,TE,120,"Texas Eastern Transmission, LP",1200072135
73927,"KUDO MIDSTREAM-MARTINSVILLE GATHERING-CR 342-NACOGDOCHES CO., TX",TX,NACOGDOCHES,ETX,R,WHD,TE,120,"Texas Eastern Transmission, LP",1200073927
73874,"EUREKA HUNTER/KREBS RIDGE ROAD, MONROE CO., OH",OH,MONROE,2,R,WHD,TE,120,"Texas Eastern Transmission, LP",1200073874
79745,RED BAY ACCOUNTING POINT,AL,FRANKLIN,1,D,LDC,TE,120,"Texas Eastern Transmission, LP",1200079745
72206,"CYPRESS GAS PIPELINE CO.- W. BATON ROUGE PSH., LA",LA,WEST BATON ROUGE,ELA,D,INT,TE,120,"Texas Eastern Transmission, LP",1200072206
70859,"GULF SOUTH PIPELINE, LP - HUNTSVILLE, TX  (DELIVERY)",TX,SAN JACINTO,ETX,D,INT,TE,120,"Texas Eastern Transmission, LP",1200070859
74537,AH MEDORA LFG REC.,IN,JACKSON,2,R,GTH,TE,120,"Texas Eastern Transmission, LP",1200074537
73323,VENCO TAP - CONOCO,WV,MARSHALL,,D,END,TE,120,"Texas Eastern Transmission, LP",1200073323
79524,M1 30  CUSTODY TRANSFER POINT KOSCIUSKO,MS,ATTALA,1,D,STA,TE,120,"Texas Eastern Transmission, LP",1200079524
00087,"PG&E MANCHESTER ST, (PROVIDENCE,RI)",RI,PROVIDENCE,,D,LDC,AGT,100,"Algonquin Gas Transmission, LLC",1000000087
73247,"COLUMBIA UTILITIES - ADAIR CO., KY",KY,ADAIR,2,D,LDC,TE,120,"Texas Eastern Transmission, LP",1200073247
M0008,KINETICA ENERGY EXPRESS (992009),LA,PLAQUEMINES,,D,INT,MCGP,109,"Mississippi Canyon Gas Pipeline, LLC",10900M0008
73920,TRANSCO WILLIAMS-CAJUN RD (ST.JAMES) POINTE COUPEE LA,LA,POINTE COUPEE,ELA,D,INT,TE,120,"Texas Eastern Transmission, LP",1200073920
79508,ZONE M2 30  SERVICE POINT,PA,WESTMORELAND,2,R,PPT,TE,120,"Texas Eastern Transmission, LP",1200079508
80806,G-24 MAINLINE HEAD OF LATERAL,MA,BARNSTABLE,,D,STA,AGT,100,"Algonquin Gas Transmission, LLC",1000080806
59003,ROANOKE SALEM,VA,ROANOKE,,D,LDC,ETNG,105,"East Tennessee Natural Gas, LLC",1050059003
73349,"DYNEGY HANGING ROCK II, LLC",OH,SCIOTO,2,D,END,TE,120,"Texas Eastern Transmission, LP",1200073349
71436,"CLECO ENERGY - CHIRENO #2, TX  (DELIVERY)",TX,NACOGDOCHES,ETX,D,LDC,TE,120,"Texas Eastern Transmission, LP",1200071436
59081,"CYTEC INDUSTRIES, INC.",TN,MAURY,,D,END,ETNG,105,"East Tennessee Natural Gas, LLC",1050059081
59047,ARCONIC NORTH,TN,BLOUNT,,D,END,ETNG,105,"East Tennessee Natural Gas, LLC",1050059047
73704,"WILLIAMS CANTARAL - RT 18, GREENE CO., PA.",PA,GREENE,2,R,WHD,TE,120,"Texas Eastern Transmission, LP",1200073704
83108,TGP - (REC - 83008),MS,FORREST,,D,INT,SESH,116,"Southeast Supply Header, LLC",1160083108
73672,"ENERGY TRANSFER/TIGER PIPELINE BIENVILLE, LA",LA,BIENVILLE,ETX,R,WHD,TE,120,"Texas Eastern Transmission, LP",1200073672
N4706,"EQT- BRADEN RUN, GREENE CO., PA.",PA,GREENE,SZ,R,STA,NXUS,115,"NEXUS Gas Transmission, LLC (U.S.)",11500N4706
83014,"ENERGY TRANSFER/TIGER PIPELINE, RICHLAND PARISH, LA",LA,RICHLAND,,R,INT,SESH,116,"Southeast Supply Header, LLC",1160083014
71682,"PHILADELPHIA GAS WORKS PENROSE (EASTWICK)-PHILADELPHIA, PA",PA,PHILADELPHIA,3,D,LDC,TE,120,"Texas Eastern Transmission, LP",1200071682
72185,DEWBRE PETROLEUM/ALLEN EAST A,TX,KLEBERG,STX,R,WHD,TE,120,"Texas Eastern Transmission, LP",1200072185
75043,"ANR - ST. LANDRY PA., LA - (D72043/R76043)",LA,ST LANDRY,WLA,B,INT,TE,120,"Texas Eastern Transmission, LP",1200075043
N4303,(DTE) PEPL - MCON POOL RECEIPT,MI,WASHTENAW,M1,R,STA,NXUS,115,"NEXUS Gas Transmission, LLC (U.S.)",11500N4303
85503,ENABLE FUEL REIMBURSEMENT,LA,RICHLAND,,R,STA,SESH,116,"Southeast Supply Header, LLC",1160085503
71331,"THEBES, IL",IL,ALEXANDER,1,D,LDC,TE,120,"Texas Eastern Transmission, LP",1200071331
73603,"NFR ENERGY/GATLIN GATHERING, HARRISON CO. TX",TX,HARRISON,ETX,R,WHD,TE,120,"Texas Eastern Transmission, LP",1200073603
79740,AMEREN - LDC ALLOCATION POINT,IL,WILLIAMSON,1,D,LDC,TE,120,"Texas Eastern Transmission, LP",1200079740
59193,"UCG, PROGRESS PARK - WYTHE CO., VA",VA,WYTHE,,D,LDC,ETNG,105,"East Tennessee Natural Gas, LLC",1050059193
72694,"NCL NATURAL RESOURCES, LLC (EASTERN STATES EXPL)- CENTRE CO., PA",PA,CENTRE,3,R,WHD,TE,120,"Texas Eastern Transmission, LP",1200072694
76298,"EAST TENNESSEE GAS - MT. PLEASANT,TN-REC (B/D71298)",TN,GILES,1,R,INT,TE,120,"Texas Eastern Transmission, LP",1200076298
NA013,ACADIAN GAS PIPELINE (CYPRESS),LA,ST MARY,,D,INT,NPC,113,"Nautilus Pipeline Company, L.L.C.",11300NA013
70101,LAWRENCEBURG GAS - TN,TN,LAWRENCE,1,D,LDC,TE,120,"Texas Eastern Transmission, LP",1200070101
59044,JCCUD JEFFERSON CITY,TN,JEFFERSON,,D,LDC,ETNG,105,"East Tennessee Natural Gas, LLC",1050059044
73364,"BRAMMER-BROWDER GATHERING-SAN JACINTO CO, TX (REC)",TX,SAN JACINTO,STX,R,WHD,TE,120,"Texas Eastern Transmission, LP",1200073364
80005,INTERCONNECT AGT MAINLINE FORE RIVER LATERAL,MA,NORFOLK,,D,STA,AGT,100,"Algonquin Gas Transmission, LLC",1000080005
70110,"ASSOC NAT GAS - PIGGOTT, AR",AR,CLAY,1,D,LDC,TE,120,"Texas Eastern Transmission, LP",1200070110
70397,"SMYRNA, TN",TN,RUTHERFORD,1,D,LDC,TE,120,"Texas Eastern Transmission, LP",1200070397
59199,"THOMAS A. SMITH ENERGY FACILITY-MURRAY CO., GA",GA,MURRAY,,D,END,ETNG,105,"East Tennessee Natural Gas, LLC",1050059199
72626,"WING CORP - C.P., DEWITT COUNTY, TX (REC)",TX,DE WITT,STX,R,WHD,TE,120,"Texas Eastern Transmission, LP",1200072626
59217,RADFORD,VA,MONTGOMERY,,D,LDC,ETNG,105,"East Tennessee Natural Gas, LLC",1050059217
73722,CONED-MANHATTAN DELIVERY,NJ,HUDSON,3,D,LDC,TE,120,"Texas Eastern Transmission, LP",1200073722
99857,EAST BRAINTREE CUSTODY TRANSFER POINT,MA,NORFOLK,,D,STA,AGT,100,"Algonquin Gas Transmission, LLC",1000099857
59332,"DIVERSIFIED SOUTHERN PRODUCTION LLC, DICKENSON #4, DICKINSON COUNT",VA,DICKENSON,,R,WHD,ETNG,105,"East Tennessee Natural Gas, LLC",1050059332
79879,DYNEGY -GILLIS FOR NOMINATION PURPOSES,LA,BEAUREGARD,WLA,D,STA,TE,120,"Texas Eastern Transmission, LP",1200079879
44766,SALTVILLE STORAGE WITHDRAWAL,VA,SMYTH,,D,INT,SGSC,117,Saltville Gas Storage Company L.L.C.,1170044766
44777,SALTVILLE STORAGE INJECTION,VA,SMYTH,,R,INT,SGSC,117,Saltville Gas Storage Company L.L.C.,1170044777
N4035,(DTE) UNION ST. CLAIR -  DELIVERY,MI,ST CLAIR,M2,D,STA,NXUS,115,"NEXUS Gas Transmission, LLC (U.S.)",11500N4035
